Player,Club,POS,GP,GS,MINS,Year,Season
Robbie Findley,,F,4,4,420,2009,post
Landon Donovan,,M-F,4,4,420,2009,post
Guillermo Barros Schelotto,,F,1,1,90,2009,post
Mike Magee,,M,4,4,370,2009,post
Javier Morales,,M,4,4,299,2009,post
Gregg Berhalter,,D,4,4,420,2009,post
Shalrie Joseph,,M,2,2,180,2009,post
Emmanuel Osei,,D,2,2,176,2009,post
Maykel Galindo,,F,2,0,75,2009,post
John Thorrington,,M,2,2,210,2009,post
Andy Williams,,M,4,4,368,2009,post
Maicon Santos,,F,2,2,161,2009,post
Cuauhtemoc Blanco,,M,3,3,300,2009,post
Brian Ching,,F,3,3,314,2009,post
Chris Rolfe,,F,3,3,286,2009,post
Brandon Prideaux,,D,3,3,300,2009,post
Patrick Nyarko,,F-M,3,0,92,2009,post
Sacha Kljestan,,M,2,2,180,2009,post
Emmanuel Ekpo,,M,2,1,69,2009,post
Pat Phelan,,M-D,2,0,42,2009,post
Abdoulie Mansally,,D,2,2,114,2009,post
Kyle Beckerman,,M,4,4,420,2009,post
Jeff Larentowicz,,M,2,2,180,2009,post
David Beckham,,M,4,4,408,2009,post
Yura Movsisyan,,F,4,2,198,2009,post
Marco Pappa,,M,3,3,240,2009,post
David Horst,,D,0,0,0,2009,post
Gerson Mayen,,M,0,0,0,2009,post
Cory Elenio,,M,0,0,0,2009,post
Chris Tierney,,D-M,0,0,0,2009,post
Pablo Campos,,F,0,0,0,2009,post
Rachid El Khalifi,,M-F,0,0,0,2009,post
Michael Lahoud,,M,2,2,121,2009,post
Alex Grendi,,M,0,0,0,2009,post
Stanley Nyazamba,,M,0,0,0,2009,post
Danny Cruz,,M-F,0,0,0,2009,post
Michael Videira,,M,0,0,0,2009,post
Mauricio Castro,,M,2,0,48,2009,post
Sean Franklin,,D,4,4,420,2009,post
Bryan Jordan,,D,0,0,0,2009,post
Kevin Harmse,,M,0,0,0,2009,post
Leonard Griffin,,D,0,0,0,2009,post
Andy Iro,,D,0,0,0,2009,post
Peter Lowry,,M,0,0,0,2009,post
Stephen King,,M,0,0,0,2009,post
Austin Washington,,D,0,0,0,2009,post
Wilman Conde,,D,1,0,25,2009,post
Adam Moffat,,M,0,0,0,2009,post
Mariano Trujillo,,D,0,0,0,2009,post
Jorge Villafaña,,F,2,0,17,2009,post
Nathan Sturgis,,M,0,0,0,2009,post
Jonathan Bornstein,,D,2,2,180,2009,post
Todd Dunivant,,D,3,3,300,2009,post
Taylor Graham,,D,0,0,0,2009,post
Nico Colaluca,,M,0,0,0,2009,post
Marcelo Saragosa,,M,1,1,90,2009,post
Abe Thompson,,F,0,0,0,2009,post
Ryan Cochrane,,D,0,0,0,2009,post
Craig Waibel,,D,0,0,0,2009,post
Mike Chabala,,D,2,2,210,2009,post
John Michael Hayden,,M,0,0,0,2009,post
Corey Ashe,,M,2,0,60,2009,post
Erik Ustruck,,F,0,0,0,2009,post
Shavar Thomas,,D,1,1,90,2009,post
Tyson Wahl,,D,0,0,0,2009,post
Amaechi Igwe,,D,0,0,0,2009,post
James Riley,,D,2,2,210,2009,post
Wells Thompson,,D,2,0,19,2009,post
Tim Ward,,D,0,0,0,2009,post
Jed Zayner,,D,0,0,0,2009,post
Kevin Burns,,M,0,0,0,2009,post
Bobby Boswell,,D,3,3,330,2009,post
Mike Banner,,M,1,1,64,2009,post
Daniel Woolard,,D,2,2,185,2009,post
Ante Jazic,,D,1,1,79,2009,post
Gabriel Badilla,,D,0,0,0,2009,post
Claudio Suarez,,D,0,0,0,2009,post
Luis Landin,,F,3,0,98,2009,post
Sébastien Le Toux,,F,2,0,38,2009,post
Calen Carr,,F,0,0,0,2009,post
Logan Pause,,M,3,3,300,2009,post
Gonzalo Segares,,D,1,0,26,2009,post
Eddie Lewis,,M,3,0,50,2009,post
Frankie Hejduk,,D,2,2,164,2009,post
Stefani Miglioranzi,,M,0,0,0,2009,post
Tony Sanneh,,D,0,0,0,2009,post
Chris Albright,,D,0,0,0,2009,post
Duncan Oughton,,D,0,0,0,2009,post
Carey Talley,,D,2,2,180,2009,post
Jesse Marsch,,M,0,0,0,2009,post
Jay Heaps,,D,2,2,180,2009,post
Steve Ralston,,M,0,0,0,2009,post
Peter Vagenas,,M,0,0,0,2009,post
Wade Barrett,,D,1,1,120,2009,post
Richard Mulrooney,,M,0,0,0,2009,post
Eddie Robinson,,D,1,0,24,2009,post
Nelson González,,M,0,0,0,2009,post
Yamith Cuesta,,D,2,2,180,2009,post
David Myrie,,D,0,0,0,2009,post
Lamar Neagle,,M,0,0,0,2009,post
Cam Weaver,,F,2,0,16,2009,post
Jean-Marc Alexandre,,F,1,0,1,2009,post
Raphael Cox,,M,0,0,0,2009,post
Evan Brown,,D,0,0,0,2009,post
Jhon Kennedy Hurtado,,D,2,2,210,2009,post
Sanna Nyassi,,M,1,0,16,2009,post
Mike Fucito,,F,0,0,0,2009,post
Zach Scott,,D,0,0,0,2009,post
Stefan Dimitrov,,F,0,0,0,2009,post
Eduardo Lillingston,,F,1,0,14,2009,post
Darrius Barnes,,D,2,2,180,2009,post
Kyle Patterson,,M,0,0,0,2009,post
Yohance Marshall,,D,0,0,0,2009,post
Bojan Stepanovic,,M,0,0,0,2009,post
Chukwudi Chijindu,,M,0,0,0,2009,post
Stephane Assengue,,F,0,0,0,2009,post
Tristan Bowen,,F,0,0,0,2009,post
Leonardo González,,D,2,2,210,2009,post
Emilio Rentería,,F,1,1,77,2009,post
Tyrone Marshall,,D,1,1,104,2009,post
Alejandro Moreno,,F,1,1,90,2009,post
Justin Mapp,,M,2,0,14,2009,post
Chris Birchall,,M,2,2,156,2009,post
Dema Kovalenko,,M,3,3,300,2009,post
Robbie Rogers,,D,2,1,111,2009,post
Will Johnson,,D,4,4,345,2009,post
Chad Marshall,,D,2,2,180,2009,post
Robbie Russell,,D,4,3,340,2009,post
Brian Carroll,,M,2,2,180,2009,post
Jason Garey,,F,2,0,19,2009,post
Brad Evans,,D-M,2,2,210,2009,post
Alan Gordon,,F,3,0,57,2009,post
Jesus Padilla,,M,2,1,73,2009,post
Tony Beltran,,D,1,1,79,2009,post
Kevin Alston,,D,2,2,180,2009,post
A.J. DeLaGarza,,D,2,1,151,2009,post
Kheli Dube,,F,2,2,180,2009,post
Justin Braun,,F,2,2,180,2009,post
Chris Wingert,,D,4,4,420,2009,post
Nat Borchers,,D,4,4,420,2009,post
Ned Grabavoy,,M,2,0,76,2009,post
Jovan Kirovski,,M-F,3,1,200,2009,post
Eddie Gaven,,M,2,2,180,2009,post
Dasan Robinson,,D,3,3,300,2009,post
Gino Padula,,D,2,2,174,2009,post
Freddie Ljungberg,,M-F,2,2,210,2009,post
Brian Mullan,,D,3,3,292,2009,post
C.J. Brown,,D,3,3,300,2009,post
Steve Zakuani,,M,2,2,149,2009,post
Roger Levesque,,M,2,0,80,2009,post
Osvaldo Alonso,,M,2,2,210,2009,post
Andre Hainault,,D,3,3,330,2009,post
Edgaras Jankauskas,,F,2,2,142,2009,post
Ricardo Clark,,M,3,3,330,2009,post
Danny O'Rourke,,D,2,2,180,2009,post
Patrick Ianni,,D-M,1,1,90,2009,post
Eric Brunner,,D,2,2,180,2009,post
Geoff Cameron,,D,3,3,330,2009,post
Jámison Olave,,D,4,4,420,2009,post
Omar Gonzalez,,D,4,4,389,2009,post
Baggio Husidic,,M,2,1,92,2009,post
Steven Lenhart,,F,2,1,106,2009,post
Sainey Nyassi,,M,2,2,179,2009,post
Fabian Espindola,,F,4,2,222,2009,post
Paulo Nagamura,,M,2,2,180,2009,post
Stuart Holden,,M,3,3,330,2009,post
Chris Klein,,M,4,2,184,2009,post
Nate Jaqua,,F,2,2,210,2009,post
Fredy Montero,,F,2,2,153,2009,post
Clint Mathis,,M,4,0,172,2009,post
Edson Buddle,,F,4,4,375,2009,post
Brad Davis,,M,3,3,284,2009,post
Dominic Oduro,,M,3,3,232,2009,post
Brian McBride,,F,3,3,266,2009,post
David Ferreira,,M,4,4,390,2010,post
Bobby Convey,,M,3,3,270,2010,post
Edson Buddle,,F,3,3,234,2010,post
Conor Casey,,F,4,4,419,2010,post
Marvin Chávez,,M,4,4,309,2010,post
Omar Gonzalez,,D,3,3,270,2010,post
George John,,D,3,3,300,2010,post
Kosuke Kimura,,D,4,4,381,2010,post
Eric Avila,,M,2,0,18,2010,post
Fabian Espindola,,F,2,2,163,2010,post
Robbie Findley,,F,2,0,47,2010,post
Eddie Gaven,,M,2,2,210,2010,post
Steve Zakuani,,M,2,2,180,2010,post
Robbie Rogers,,D,2,2,180,2010,post
Joel Lindpere,,M,2,2,179,2010,post
Jeff Cunningham,,F,3,1,191,2010,post
Juan Pablo Angel,,F,2,2,180,2010,post
Pablo Mastroeni,,M,4,4,420,2010,post
Chris Wondolowski,,F,3,3,270,2010,post
Dax McCarty,,M,4,4,387,2010,post
Brek Shea,,D,4,3,265,2010,post
Andy Williams,,M,2,2,158,2010,post
David Beckham,,M,3,3,270,2010,post
Omar Cummings,,F,4,4,398,2010,post
Jair Benítez,,D,4,4,387,2010,post
Brian Mullan,,D,4,4,376,2010,post
Nat Borchers,,D,2,2,180,2010,post
Arturo Alvarez,,M,3,0,69,2010,post
Ugo Ihemelu,,D,4,4,390,2010,post
Nate Jaqua,,F,2,0,22,2010,post
Emmanuel Ekpo,,M,2,2,171,2010,post
Scott Sealy,,F,3,3,242,2010,post
Atiba Harris,,D,3,3,285,2010,post
Guillermo Barros Schelotto,,F,2,2,188,2010,post
Juan Agudelo,,F,2,2,174,2010,post
Ryan Johnson,,F,3,3,270,2010,post
Tim Ward,,D,3,3,270,2010,post
Brad Evans,,D-M,0,0,0,2010,post
Danny O'Rourke,,D,0,0,0,2010,post
Jason Garey,,F,2,0,77,2010,post
Tyson Wahl,,D,0,0,0,2010,post
James Riley,,D,2,2,180,2010,post
Marvell Wynne,,D,4,4,420,2010,post
Carlos Mendes,,D,2,2,174,2010,post
Seth Stammler,,M-D,0,0,0,2010,post
Khari Stephenson,,M,2,0,26,2010,post
Cornell Glen,,F,0,0,0,2010,post
Andrew Boyens,,D,0,0,0,2010,post
Chris Albright,,D,2,2,174,2010,post
Tyrone Marshall,,D,2,1,115,2010,post
Milton Rodriguez,,F,1,1,32,2010,post
Pat Noonan,,F,0,0,0,2010,post
Peter Vagenas,,M,0,0,0,2010,post
Ramiro Corrales,,M,2,2,135,2010,post
Leandre Griffit,,M,0,0,0,2010,post
Emilio Rentería,,F,0,0,0,2010,post
Robbie Russell,,D,2,2,146,2010,post
Heath Pearce,,D,0,0,0,2010,post
Carey Talley,,D,0,0,0,2010,post
Chris Klein,,M,0,0,0,2010,post
Chris Leitch,,D,1,1,57,2010,post
Duncan Oughton,,D,0,0,0,2010,post
André Luiz,,M,0,0,0,2010,post
Carl Robinson,,M,1,0,1,2010,post
Eddie Lewis,,M,3,3,256,2010,post
Gino Padula,,D,0,0,0,2010,post
Gregg Berhalter,,D,1,0,6,2010,post
Claudio Lopez,,F,1,0,38,2010,post
Mike Petke,,D,0,0,0,2010,post
Julien Baudet,,D,4,0,88,2010,post
Dema Kovalenko,,M,3,3,209,2010,post
Ciaran O'Brien,,M,0,0,0,2010,post
Rauwshan McKenzie,,D,0,0,0,2010,post
Bryan Jordan,,D,0,0,0,2010,post
Javier Morales,,M,1,1,69,2010,post
Adam Moffat,,M,0,0,0,2010,post
Danleigh Borman,,D,0,0,0,2010,post
Eric Brunner,,D,1,1,120,2010,post
Bobby Burling,,D,0,0,0,2010,post
Patrick Ianni,,D-M,2,2,167,2010,post
Jason Hernandez,,D,3,3,270,2010,post
Chris Wingert,,D,1,1,90,2010,post
Sinisa Ubiparipovic,,F-M,0,0,0,2010,post
Todd Dunivant,,D,1,0,10,2010,post
Taylor Graham,,D,0,0,0,2010,post
Pablo Campos,,F,0,0,0,2010,post
Alex Cazumba,,M,1,0,35,2010,post
Brian Nielsen,,M,0,0,0,2010,post
Álvaro Fernández,,M,2,0,61,2010,post
Bruno Guarda,,M,0,0,0,2010,post
Kyle Davies,,D,0,0,0,2010,post
Ross Schunk,,F,0,0,0,2010,post
Peri Marosevic,,F,0,0,0,2010,post
A.J. DeLaGarza,,D,3,3,270,2010,post
Tony Beltran,,D,1,1,90,2010,post
Alex Nimo,,F-M,0,0,0,2010,post
David Horst,,D,0,0,0,2010,post
Luke Sassano,,D,0,0,0,2010,post
Jeremy Hall,,D-M,2,0,7,2010,post
Quincy Amarikwa,,F,1,0,1,2010,post
Brad Ring,,D,0,0,0,2010,post
Jean-Marc Alexandre,,F,1,0,17,2010,post
Jhon Kennedy Hurtado,,D,0,0,0,2010,post
Dilly Duka,,M,0,0,0,2010,post
Ike Opara,,D,0,0,0,2010,post
Michael Stephens,,M,0,0,0,2010,post
Danny Earls,,D,0,0,0,2010,post
Ross LaBauex,,M,0,0,0,2010,post
Tim Ream,,D,2,2,180,2010,post
Tony Tchani,,M,0,0,0,2010,post
Eric Alexander,,M,2,0,5,2010,post
Leonardo,,D,0,0,0,2010,post
Mike Seamon,,M-F,0,0,0,2010,post
Paulo Jr.,,F,1,0,17,2010,post
Josh Williams,,D,0,0,0,2010,post
Davy Armstrong,,M,0,0,0,2010,post
Nelson González,,M,0,0,0,2010,post
Joey Gjertsen,,M,0,0,0,2010,post
David Estrada,,M-F,0,0,0,2010,post
Conor Chinn,,F,0,0,0,2010,post
Steven Beitashour,,D,0,0,0,2010,post
Zach Loyd,,D,4,1,221,2010,post
Edson Edward,,D,0,0,0,2010,post
Jason Yeisley,,F,0,0,0,2010,post
Justin Morrow,,D,0,0,0,2010,post
Omar Jasseh,,M,0,0,0,2010,post
Collen Warner,,M,1,0,34,2010,post
Luis Gil,,M,0,0,0,2010,post
Andre Akpan,,F,0,0,0,2010,post
Roger Levesque,,M,0,0,0,2010,post
Zach Scott,,D,0,0,0,2010,post
Yohance Marshall,,D,0,0,0,2010,post
Scott Palguta,,D,0,0,0,2010,post
Tristan Bowen,,F,1,0,19,2010,post
Giorgi Chirgadze,,F,0,0,0,2010,post
Austin da Luz,,M,0,0,0,2010,post
Irving Garcia,,M,0,0,0,2010,post
Bryan Leyva,,M,0,0,0,2010,post
Andrew Wiedeman,,F,0,0,0,2010,post
Chris Schuler,,D,0,0,0,2010,post
Miguel Montaño,,F,0,0,0,2010,post
Shaun Francis,,D,2,2,210,2010,post
Jackson Goncalves,,M,4,4,302,2010,post
Ruben Luna,,F,1,0,13,2010,post
Sanna Nyassi,,M,2,2,119,2010,post
Mike Fucito,,F,1,0,26,2010,post
Sam Cronin,,M,3,3,238,2010,post
Jámison Olave,,D,2,2,180,2010,post
Macoumba Kandji,,F,3,0,81,2010,post
Jeff Parke,,D,1,1,65,2010,post
Anthony Wallace,,D,4,4,333,2010,post
Brandon McDonald,,D,3,3,270,2010,post
Sean Franklin,,D,3,3,270,2010,post
Andy Iro,,D,1,1,90,2010,post
Frankie Hejduk,,D,2,2,210,2010,post
Thierry Henry,,F,1,0,6,2010,post
Jovan Kirovski,,M-F,2,0,25,2010,post
Andrés Mendoza,,F,2,1,87,2010,post
Chad Marshall,,D,2,2,210,2010,post
Alvaro Saborio,,F,2,2,133,2010,post
Eduardo da Silva,,F,3,0,84,2010,post
Salou Ibrahim,,F,1,0,6,2010,post
Kevin Burns,,M,2,0,45,2010,post
Ned Grabavoy,,M,2,2,163,2010,post
Wells Thompson,,D,3,2,195,2010,post
Roy Miller,,D,2,2,180,2010,post
Kyle Beckerman,,M,2,2,180,2010,post
Brian Carroll,,M,2,2,204,2010,post
Chris Birchall,,M,3,0,61,2010,post
Drew Moor,,D,4,4,420,2010,post
Nathan Sturgis,,M,2,2,145,2010,post
Leonardo González,,D,2,2,180,2010,post
Daniel Hernandez,,M,4,4,390,2010,post
Steven Lenhart,,F,2,1,98,2010,post
Osvaldo Alonso,,M,2,2,180,2010,post
Jamie Smith,,M,2,2,210,2010,post
Will Johnson,,D,2,1,112,2010,post
Dane Richards,,M,2,2,180,2010,post
Juninho,,M,3,3,270,2010,post
Mike Magee,,M,3,3,225,2010,post
Rafa Márquez,,M,2,2,180,2010,post
Blaise Nkufo,,F,2,2,180,2010,post
Landon Donovan,,M-F,3,3,270,2010,post
Geovanni Deiberson,,F,3,3,229,2010,post
Fredy Montero,,F,2,2,180,2010,post
Mehdi Ballouchy,,M,2,2,179,2010,post
Jeff Larentowicz,,M,4,4,420,2010,post
Landon Donovan,,M-F,4,4,360,2011,post
Alvaro Saborio,,F,3,3,256,2011,post
Mike Magee,,M,4,4,360,2011,post
Andre Hainault,,D,4,4,360,2011,post
Teal Bunbury,,F,3,3,246,2011,post
Brian Ching,,F,4,4,320,2011,post
Robbie Keane,,F,4,4,352,2011,post
Thierry Henry,,F,3,3,270,2011,post
Ned Grabavoy,,M,3,0,64,2011,post
Sébastien Le Toux,,F,2,2,180,2011,post
Carlo Costly,,F,4,0,64,2011,post
Aurelien Collin,,D,3,3,270,2011,post
Lamar Neagle,,M,2,1,136,2011,post
CJ Sapong,,F,3,3,270,2011,post
Osvaldo Alonso,,M,2,2,180,2011,post
Calen Carr,,F,4,4,299,2011,post
Luke Rodgers,,F,2,2,170,2011,post
Joel Lindpere,,M,3,3,267,2011,post
Omar Cummings,,F,3,3,203,2011,post
David Beckham,,M,4,4,348,2011,post
Javier Morales,,M,3,3,258,2011,post
Graham Zusi,,M,3,3,270,2011,post
Brad Davis,,M,3,3,219,2011,post
Jámison Olave,,D,2,2,114,2011,post
Mehdi Ballouchy,,M,3,0,44,2011,post
Chris Wingert,,D,3,3,270,2011,post
Kosuke Kimura,,D,2,2,126,2011,post
Luiz Camargo,,M,4,4,360,2011,post
Justin Mapp,,M,2,1,92,2011,post
Brian Mullan,,D,3,3,270,2011,post
Júlio César,,D,3,3,239,2011,post
Dane Richards,,M,3,3,262,2011,post
Michael Farfan,,M,2,2,180,2011,post
Fredy Montero,,F,2,2,180,2011,post
Cam Weaver,,F,0,0,0,2011,post
Jean-Marc Alexandre,,F,0,0,0,2011,post
O'Brian White,,F,0,0,0,2011,post
Jhon Kennedy Hurtado,,D,2,2,180,2011,post
A.J. DeLaGarza,,D,4,4,360,2011,post
Omar Gonzalez,,D,4,4,360,2011,post
Jeremy Hall,,D-M,0,0,0,2011,post
Michael Holody,,D,0,0,0,2011,post
Brian Nielsen,,M,0,0,0,2011,post
Luke Sassano,,D,0,0,0,2011,post
Emmanuel Ekpo,,M,0,0,0,2011,post
Keon Daniel,,M,0,0,0,2011,post
Bruno Guarda,,M,0,0,0,2011,post
Joe Tait,,D,0,0,0,2011,post
Milos Stojcev,,M,0,0,0,2011,post
John Rooney,,M,0,0,0,2011,post
Julius James,,D,1,1,90,2011,post
Chance Myers,,D,3,3,270,2011,post
Rauwshan McKenzie,,D,0,0,0,2011,post
Sean Franklin,,D,4,4,360,2011,post
Bryan Jordan,,D,0,0,0,2011,post
Tony Beltran,,D,2,1,98,2011,post
Taylor Graham,,D,0,0,0,2011,post
Todd Dunivant,,D,4,4,360,2011,post
Hunter Freeman,,D,0,0,0,2011,post
Arturo Alvarez,,M,0,0,0,2011,post
Dax McCarty,,M,2,2,123,2011,post
Maykel Galindo,,F,0,0,0,2011,post
Colin Clark,,M,1,0,12,2011,post
Jack Stewart,,D,0,0,0,2011,post
Nat Borchers,,D,1,1,84,2011,post
Blake Wagner,,D-M,0,0,0,2011,post
Anthony Wallace,,D,0,0,0,2011,post
Patrick Ianni,,D-M,0,0,0,2011,post
Shavar Thomas,,D,0,0,0,2011,post
Nate Jaqua,,F,0,0,0,2011,post
Carl Robinson,,M,0,0,0,2011,post
Stefani Miglioranzi,,M,1,1,62,2011,post
Gregg Berhalter,,D,0,0,0,2011,post
Nick Kounenakis ,,D,0,0,0,2011,post
Conor Casey,,F,0,0,0,2011,post
Frankie Hejduk,,D,0,0,0,2011,post
Jovan Kirovski,,M-F,0,0,0,2011,post
Daniel Cruz,,M,1,0,23,2011,post
Eddie Robinson,,D,0,0,0,2011,post
Tyrone Marshall,,D,1,0,21,2011,post
Chris Albright,,D,0,0,0,2011,post
Koke,,F,0,0,0,2011,post
Carlos Ruiz,,F,0,0,0,2011,post
Jeff Cunningham,,F,1,0,15,2011,post
Pablo Mastroeni,,M,0,0,0,2011,post
Blaise Nkufo,,F,0,0,0,2011,post
Dasan Robinson,,D,0,0,0,2011,post
Brad Evans,,D-M,2,2,111,2011,post
Danny O'Rourke,,D,0,0,0,2011,post
Jason Garey,,F,0,0,0,2011,post
James Riley,,D,1,1,90,2011,post
Kevin Burns,,M,0,0,0,2011,post
Bobby Boswell,,D,4,4,360,2011,post
Michael Harrington,,D,0,0,0,2011,post
Tyson Wahl,,D,0,0,0,2011,post
Ricardo Villar,,M,1,1,82,2011,post
David Ferreira,,M,0,0,0,2011,post
Milton Rodriguez,,F,0,0,0,2011,post
Pat Noonan,,F,0,0,0,2011,post
Chad Marshall,,D,1,1,90,2011,post
Craig Rocastle,,M,0,0,0,2011,post
Ryan Smith,,M,0,0,0,2011,post
Emilio Rentería,,F,1,0,25,2011,post
Mauro Rosales,,M,0,0,0,2011,post
Omar Bravo,,F,1,0,5,2011,post
Eddie Gaven,,M,1,1,90,2011,post
Servando Carrasco,,M,0,0,0,2011,post
Mike Jones,,D,0,0,0,2011,post
Bobby Warshaw,,D,0,0,0,2011,post
Josue Soto,,D-M,0,0,0,2011,post
Ryan Richter,,D,0,0,0,2011,post
Will Bruin,,F,3,0,37,2011,post
Alex Dixon,,M,0,0,0,2011,post
Kofi Sarkodie,,D,0,0,0,2011,post
Moises Hernandez,,D,0,0,0,2011,post
Victor Ulloa,,M,0,0,0,2011,post
Jonathan Top,,F,0,0,0,2011,post
Chris Agorsor,,F,0,0,0,2011,post
Sacir Hot,,D,0,0,0,2011,post
Jack McBean,,F,0,0,0,2011,post
Scott Lorenz,,D,0,0,0,2011,post
Fabian Castillo,,M-F,1,0,8,2011,post
Konrad Warzycha,,M,0,0,0,2011,post
Kevin Ellis,,D,0,0,0,2011,post
Danny Earls,,D,0,0,0,2011,post
Tony Tchani,,M,1,1,90,2011,post
Leonardo,,D,0,0,0,2011,post
Andre Akpan,,F,0,0,0,2011,post
Shaun Francis,,D,0,0,0,2011,post
Bryan Leyva,,M,0,0,0,2011,post
Andrew Wiedeman,,F,0,0,0,2011,post
Ruben Luna,,F,0,0,0,2011,post
Paulo Jr.,,F,0,0,0,2011,post
Zach Pfeffer,,M,0,0,0,2011,post
Matt Kassel,,D-M,0,0,0,2011,post
Rich Balchan,,D,1,1,90,2011,post
Andy Adlard,,M,0,0,0,2011,post
Bernardo Añor,,M,0,0,0,2011,post
Justin Meram,,M,0,0,0,2011,post
Eric Gehrig,,D,0,0,0,2011,post
Cole Grossman,,M,0,0,0,2011,post
Sebastián Miranda,,D,1,1,70,2011,post
Dejan Rusmir,,M,0,0,0,2011,post
Amadou Sanyang,,D,0,0,0,2011,post
Cody Arnoux,,F,0,0,0,2011,post
Nelson González,,M,0,0,0,2011,post
Matt Besler,,D,3,3,270,2011,post
Steve Zakuani,,M,0,0,0,2011,post
Korede Aiyegbusi,,D,0,0,0,2011,post
Seth Sinovic,,D,3,3,265,2011,post
David Estrada,,M-F,0,0,0,2011,post
Zach Loyd,,D,1,1,90,2011,post
Edson Edward,,D,0,0,0,2011,post
Birahim Diop,,M,1,0,11,2011,post
Francisco Navas Cobo,,M,0,0,0,2011,post
Jordan Graye,,D,0,0,0,2011,post
Collen Warner,,M,0,0,0,2011,post
Daneil Cyrus,,D,0,0,0,2011,post
Peterson Joseph,,M,0,0,0,2011,post
Michael Stephens,,M,2,0,12,2011,post
Amobi Okugo,,D-M,0,0,0,2011,post
Kyle Nakazawa,,M,0,0,0,2011,post
Lawrence Olum,,D,0,0,0,2011,post
Morgan Langley,,M,0,0,0,2011,post
Yordany Álvarez,,M,1,0,14,2011,post
Nico Muñiz,,M,0,0,0,2011,post
Mike Seamon,,M-F,0,0,0,2011,post
Miguel López,,M,0,0,0,2011,post
Joseph Nane,,M,1,1,56,2011,post
Juan Diego González,,D,0,0,0,2011,post
Miguel Montaño,,F,0,0,0,2011,post
Sean Alvarado,,D,0,0,0,2011,post
Levi Houapeu,,F,0,0,0,2011,post
Gabriel Farfan,,M,2,2,157,2011,post
Tyler Lassiter,,D,0,0,0,2011,post
Josh Janniere,,M,0,0,0,2011,post
Donny Toia,,D,0,0,0,2011,post
Teddy Schneider,,D,0,0,0,2011,post
Je-Vaughn Watson,,D,3,0,64,2011,post
Eddie Ababio,,D,1,0,10,2011,post
Santiago Prim,,M,0,0,0,2011,post
Aaron Horton,,F,0,0,0,2011,post
Artur Aghasyan,,F,0,0,0,2011,post
Soony Saad,,F,2,0,4,2011,post
Ben Sippola,,M,0,0,0,2011,post
Tom Heinemann,,F,1,0,5,2011,post
Korey Veeder,,D,0,0,0,2011,post
Josh Williams,,D,0,0,0,2011,post
Michael Tetteh,,D,0,0,0,2011,post
Dan Keat,,M,0,0,0,2011,post
Hector Jimenez,,M,0,0,0,2011,post
Dustin McCarty,,M,0,0,0,2011,post
Paolo Cardozo,,M,1,0,1,2011,post
Ryan Thomas,,D,0,0,0,2011,post
Corey Hertzog,,F,0,0,0,2011,post
Marcos Paullo,,M,0,0,0,2011,post
Davy Armstrong,,M,0,0,0,2011,post
Steven Emory,,M,0,0,0,2011,post
Juan Agudelo,,F,1,0,26,2011,post
Daniel Hernandez,,M,1,1,90,2011,post
Jéferson,,M,2,0,20,2011,post
Zach Scott,,D,1,1,90,2011,post
Scott Palguta,,D,2,1,121,2011,post
Leonardo González,,D,2,2,180,2011,post
Chris Schuler,,D,3,2,238,2011,post
Ross LaBauex,,M,2,1,96,2011,post
Tim Ream,,D,3,3,270,2011,post
Wells Thompson,,D,3,2,202,2011,post
Marvell Wynne,,D,3,3,270,2011,post
Jermaine Taylor,,D,2,1,141,2011,post
Caleb Folan,,F,2,2,113,2011,post
Jan Gunnar Solli,,D,2,2,169,2011,post
Teemu Tainio,,M,3,3,196,2011,post
Miguel Comminges,,D,3,3,270,2011,post
Ugo Ihemelu,,D,1,1,90,2011,post
Drew Moor,,D,2,2,149,2011,post
Carlos Mendes,,D,2,1,98,2011,post
Stephen Keel,,D,3,3,270,2011,post
Roger Espinoza,,M,3,3,210,2011,post
Stéphane Auvray,,M,1,0,74,2011,post
Quincy Amarikwa,,F,1,0,45,2011,post
George John,,D,1,1,90,2011,post
Corey Ashe,,M,4,4,354,2011,post
Andrew Jacobson,,M,1,1,67,2011,post
Jamie Smith,,M,1,1,74,2011,post
Veljko Paunovic,,F,1,1,67,2011,post
Chris Birchall,,M,4,1,157,2011,post
Danny Califf,,D,2,2,180,2011,post
Davy Arnaud,,M,3,0,81,2011,post
Andy Williams,,M,3,3,222,2011,post
Jair Benítez,,D,1,1,90,2011,post
Roy Miller,,D,3,3,270,2011,post
Robbie Rogers,,D,1,1,90,2011,post
Juninho,,M,3,3,270,2011,post
Josh Gardner,,M,1,1,90,2011,post
Sammy Ochoa,,F,2,1,77,2011,post
Maicon Santos,,F,1,0,17,2011,post
Roger Torres,,M,2,0,45,2011,post
Dilly Duka,,M,1,1,65,2011,post
Luis Gil,,M,3,0,22,2011,post
Sheanon Williams,,D-M,2,2,180,2011,post
Jack McInerney,,F,2,1,118,2011,post
Roger Levesque,,M,2,0,82,2011,post
Will Johnson,,D,3,3,270,2011,post
Robbie Russell,,D,3,3,250,2011,post
Chad Barrett,,F,3,3,211,2011,post
Adam Cristman,,F,3,1,89,2011,post
Andrés Mendoza,,F,1,1,90,2011,post
Erik Friberg,,M,2,1,120,2011,post
Álvaro Fernández,,M,2,2,91,2011,post
Danny Cruz,,M-F,4,4,290,2011,post
Macoumba Kandji,,F,3,0,102,2011,post
Geoff Cameron,,D,4,4,360,2011,post
